work_id,mp_name,house,state,constituency,district,work_category,work_description,is_sc_st_area,sanctioned_amount,released_amount,recommendation_date,sanction_date,completion_date,status,implementing_agency,vendor,photo_count,is_anomaly,anomaly_type
MPLADS-102788,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Bhubaneswar,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Bhubaneswar,False,817000,817000,2024-03-01,2024-03-18,2024-03-19,Completed,Implementing Agency 2,Vendor Pvt Ltd 37,1,True,impossible_speed_completion
MPLADS-102864,MP_MAD_2,Lok Sabha,Madhya Pradesh,Madhya Pradesh PC-2,Bhopal,School Infrastructure,Repair and renovation of School Infrastructure at Bhopal,True,2032000,2032000,2023-09-28,2023-11-22,2023-11-25,Completed,Implementing Agency 42,Vendor Pvt Ltd 19,1,True,impossible_speed_completion
MPLADS-102083,MP_TEL_2,Lok Sabha,Telangana,Telangana PC-2,Hyderabad,Community Hall Construction,Construction of Community Hall Construction at Hyderabad,False,7780000,7780000,2024-09-02,2024-09-30,2024-10-02,Completed,Implementing Agency 35,Vendor Pvt Ltd 114,2,True,impossible_speed_completion
MPLADS-105542,MP_PUN_2,Rajya Sabha,Punjab,Punjab (RS),Ludhiana,CCTV Installation,Providing CCTV Installation for public use at Ludhiana,True,1359000,1359000,2023-10-12,2023-10-28,2023-10-31,Completed,Implementing Agency 11,Vendor Pvt Ltd 49,5,True,impossible_speed_completion
MPLADS-100308,MP_HAR_2,Rajya Sabha,Haryana,Haryana (RS),Gurugram,Solar Power Installation,Construction of Solar Power Installation at Gurugram,False,2484000,2484000,2023-10-18,2023-11-04,2023-11-05,Completed,Implementing Agency 9,Vendor Pvt Ltd 39,0,True,impossible_speed_completion
MPLADS-100710,MP_ASS_1,Rajya Sabha,Assam,Assam (RS),Guwahati,Street Lighting,Upgradation of Street Lighting facility in Guwahati,False,1984000,1984000,2024-03-13,2024-04-02,2024-04-05,Completed,Implementing Agency 41,Vendor Pvt Ltd 69,4,True,impossible_speed_completion
MPLADS-104103,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Dimapur,School Infrastructure,Providing School Infrastructure for public use at Dimapur,False,3694000,3694000,2023-09-08,2023-10-25,2023-10-26,Completed,Implementing Agency 54,Vendor Pvt Ltd 69,5,True,impossible_speed_completion
MPLADS-101580,MP_BIH_1,Lok Sabha,Bihar,Bihar PC-1,Patna,School Infrastructure,Repair and renovation of School Infrastructure at Patna,False,4206000,4206000,2024-08-18,2024-09-25,2024-09-28,Completed,Implementing Agency 18,Vendor Pvt Ltd 45,3,True,impossible_speed_completion
MPLADS-101310,MP_GOA_4,Lok Sabha,Goa,Goa PC-4,South Goa,Irrigation Facility,Repair and renovation of Irrigation Facility at South Goa,False,5015000,5015000,2023-10-18,2023-11-16,2023-11-20,Completed,Implementing Agency 8,Vendor Pvt Ltd 45,0,True,impossible_speed_completion
MPLADS-100625,MP_JAM_4,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Srinagar,False,649000,649000,2023-09-05,2023-10-04,2023-10-07,Completed,Implementing Agency 51,Vendor Pvt Ltd 14,3,True,impossible_speed_completion
MPLADS-100023,MP_AND_2,Rajya Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island (RS),Nicobar,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Nicobar,True,9270000,9270000,2023-08-16,2023-10-09,2023-10-12,Completed,Implementing Agency 57,Vendor Pvt Ltd 14,1,True,impossible_speed_completion
MPLADS-102531,MP_RAJ_3,Lok Sabha,Rajasthan,Rajasthan PC-3,Udaipur,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Udaipur,False,1042000,1042000,2024-04-05,2024-05-04,2024-05-06,Completed,Implementing Agency 37,Vendor Pvt Ltd 10,3,True,impossible_speed_completion
MPLADS-101870,MP_UTT_2,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Agra,School Infrastructure,Installation of School Infrastructure in ward area Agra,True,4111000,4111000,2023-06-28,2023-08-15,2023-08-19,Completed,Implementing Agency 30,Vendor Pvt Ltd 112,2,True,impossible_speed_completion
MPLADS-105110,MP_DAD_3,Rajya Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli (RS),Silvassa,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Silvassa,False,708000,708000,2023-10-17,2023-11-21,2023-11-25,Completed,Implementing Agency 48,Vendor Pvt Ltd 33,2,True,impossible_speed_completion
MPLADS-103488,MP_AND_1,Lok Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island PC-1,Port Blair,Community Hall Construction,Construction of Community Hall Construction at Port Blair,False,2383000,2383000,2023-09-21,2023-11-04,2023-11-08,Completed,Implementing Agency 16,Vendor Pvt Ltd 23,1,True,impossible_speed_completion
MPLADS-101170,MP_AND_2,Rajya Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island (RS),Port Blair,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Port Blair,True,3600000,3520346,2024-08-13,2024-09-22,2025-04-30,Completed,Implementing Agency 59,Vendor Pvt Ltd 66,2,True,round_number_bias
MPLADS-104745,MP_WES_5,Rajya Sabha,West Bengal,West Bengal (RS),Howrah,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Howrah,False,1500000,0,2023-07-30,2023-08-12,,Sanctioned,Implementing Agency 25,Vendor Pvt Ltd 115,1,True,round_number_bias
MPLADS-102118,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Chennai,Drinking Water Supply,Installation of Drinking Water Supply in ward area Chennai,False,3700000,3575957,2023-10-31,2023-12-11,2024-06-04,Completed,Implementing Agency 52,Vendor Pvt Ltd 4,3,True,round_number_bias
MPLADS-103018,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Agartala,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Agartala,False,1000000,928393,2023-06-07,2023-07-15,2023-12-03,Completed,Implementing Agency 57,Vendor Pvt Ltd 1,3,True,round_number_bias
MPLADS-101194,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Library/Reading Room,Upgradation of Library/Reading Room facility in Kavaratti,True,500000,0,2023-06-21,2023-07-13,,Recommended,Implementing Agency 16,Vendor Pvt Ltd 12,3,True,round_number_bias
MPLADS-102245,MP_HAR_1,Lok Sabha,Haryana,Haryana PC-1,Gurugram,School Infrastructure,Construction of School Infrastructure at Gurugram,True,4300000,0,2023-07-10,2023-09-19,,Sanctioned,Implementing Agency 24,Vendor Pvt Ltd 51,0,True,round_number_bias
MPLADS-102873,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,School Infrastructure,Construction of School Infrastructure at Kavaratti,False,3600000,2547822,2024-01-12,2024-02-20,,In Progress,Implementing Agency 15,Vendor Pvt Ltd 110,0,True,round_number_bias
MPLADS-105639,MP_ARU_1,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Tawang,Solar Power Installation,Upgradation of Solar Power Installation facility in Tawang,False,2100000,0,2023-12-05,2024-02-16,,Recommended,Implementing Agency 31,Vendor Pvt Ltd 2,2,True,round_number_bias
MPLADS-102549,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Dimapur,Street Lighting,Construction of Street Lighting at Dimapur,False,500000,531291,2023-10-08,2023-10-21,2024-03-02,Completed,Implementing Agency 29,Vendor Pvt Ltd 11,3,True,round_number_bias
MPLADS-103154,MP_DAM_3,Lok Sabha,Daman & Diu,Daman & Diu PC-3,Diu,Sanitation/Toilets,Construction of Sanitation/Toilets at Diu,False,200000,205729,2023-04-14,2023-05-07,2023-09-25,Completed,Implementing Agency 29,Vendor Pvt Ltd 31,7,True,round_number_bias
MPLADS-100093,MP_BIH_2,Lok Sabha,Bihar,Bihar PC-2,Muzaffarpur,Street Lighting,Installation of Street Lighting in ward area Muzaffarpur,False,300000,289752,2024-05-18,2024-07-17,2025-05-01,Completed,Implementing Agency 53,Vendor Pvt Ltd 1,3,True,round_number_bias
MPLADS-102077,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Chandigarh,True,1600000,0,2023-06-14,2023-06-28,,Sanctioned,Implementing Agency 7,Vendor Pvt Ltd 56,0,True,round_number_bias
MPLADS-100469,MP_ODI_2,Rajya Sabha,Odisha,Odisha (RS),Bhubaneswar,CCTV Installation,Construction of CCTV Installation at Bhubaneswar,False,2500000,2289091,2023-07-20,2023-09-21,2024-05-05,Completed,Implementing Agency 2,Vendor Pvt Ltd 7,6,True,round_number_bias
MPLADS-100787,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Kohima,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Kohima,True,1500000,0,2024-01-06,2024-02-15,,Sanctioned,Implementing Agency 27,Vendor Pvt Ltd 22,1,True,round_number_bias
MPLADS-101699,MP_MAH_2,Rajya Sabha,Maharashtra,Maharashtra (RS),Nagpur,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Nagpur,False,1500000,471872,2023-12-05,2023-12-22,,In Progress,Implementing Agency 11,Vendor Pvt Ltd 83,1,True,round_number_bias
MPLADS-101837,MP_MAH_1,Rajya Sabha,Maharashtra,Maharashtra (RS),Pune,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Pune,False,900000,508405,2023-07-07,2023-07-17,,In Progress,Implementing Agency 10,Vendor Pvt Ltd 80,1,True,round_number_bias
MPLADS-103063,MP_LAK_5,Lok Sabha,Lakshadweep,Lakshadweep PC-5,Kavaratti,Sanitation/Toilets,Installation of Sanitation/Toilets in ward area Kavaratti,True,1100000,446529,2023-12-18,2024-01-29,,In Progress,Implementing Agency 14,Vendor Pvt Ltd 32,0,True,round_number_bias
MPLADS-101706,MP_ODI_4,Lok Sabha,Odisha,Odisha PC-4,Bhubaneswar,Library/Reading Room,Providing Library/Reading Room for public use at Bhubaneswar,False,1800000,1654094,2024-01-08,2024-01-26,2024-07-10,Completed,Implementing Agency 41,Vendor Pvt Ltd 66,9,True,round_number_bias
MPLADS-103967,MP_JAM_2,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,School Infrastructure,Construction of School Infrastructure at Srinagar,False,5300000,3263026,2024-03-01,2024-03-11,,In Progress,Implementing Agency 6,Vendor Pvt Ltd 88,1,True,round_number_bias
MPLADS-103862,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Kavaratti,False,8600000,6428162,2024-08-05,2024-09-03,,In Progress,Implementing Agency 3,Vendor Pvt Ltd 56,1,True,round_number_bias
MPLADS-103664,MP_NAG_3,Rajya Sabha,Nagaland,Nagaland (RS),Kohima,Irrigation Facility,Providing Irrigation Facility for public use at Kohima,False,8800000,6429756,2024-08-13,2024-08-25,,In Progress,Implementing Agency 46,Vendor Pvt Ltd 59,1,True,round_number_bias
MPLADS-105891,MP_ODI_2,Rajya Sabha,Odisha,Odisha (RS),Bhubaneswar,Drinking Water Supply,Providing Drinking Water Supply for public use at Bhubaneswar,False,2400000,2368775,2023-09-15,2023-10-12,2024-02-23,Completed,Implementing Agency 28,Vendor Pvt Ltd 84,3,True,round_number_bias
MPLADS-103204,MP_KAR_1,Lok Sabha,Karnataka,Karnataka PC-1,Belagavi,School Infrastructure,Upgradation of School Infrastructure facility in Belagavi,False,2500000,0,2023-10-18,2023-11-14,,Recommended,Implementing Agency 3,Vendor Pvt Ltd 7,0,True,round_number_bias
MPLADS-100604,MP_PUD_2,Lok Sabha,Puducherry,Puducherry PC-2,Karaikal,Street Lighting,Installation of Street Lighting in ward area Karaikal,False,1500000,805357,2024-01-16,2024-02-09,,In Progress,Implementing Agency 9,Vendor Pvt Ltd 17,1,True,round_number_bias
MPLADS-104942,MP_ARU_2,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Tawang,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Tawang,False,700000,556922,2023-11-26,2023-11-30,,In Progress,Implementing Agency 24,Vendor Pvt Ltd 31,1,True,round_number_bias
MPLADS-101550,MP_TRI_1,Rajya Sabha,Tripura,Tripura (RS),Agartala,Drinking Water Supply,Repair and renovation of Drinking Water Supply at Agartala,False,500000,0,2024-04-29,2024-07-31,,Sanctioned,Implementing Agency 37,Vendor Pvt Ltd 27,2,True,round_number_bias
MPLADS-104708,MP_MIZ_3,Lok Sabha,Mizoram,Mizoram PC-3,Lunglei,Community Hall Construction,Upgradation of Community Hall Construction facility in Lunglei,False,4500000,4411893,2023-08-04,2023-10-17,2024-04-13,Completed,Implementing Agency 23,Vendor Pvt Ltd 1,2,True,round_number_bias
MPLADS-104834,MP_AND_3,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-3,Visakhapatnam,Solar Power Installation,Installation of Solar Power Installation in ward area Visakhapatnam,False,700000,732376,2024-02-07,2024-03-18,2024-09-22,Completed,Implementing Agency 58,Vendor Pvt Ltd 18,7,True,round_number_bias
MPLADS-103185,MP_HIM_1,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Manali,Road Construction/Repair,Providing Road Construction/Repair for public use at Manali,False,5600000,5301053,2023-04-28,2023-06-14,2023-09-30,Completed,Implementing Agency 14,Vendor Pvt Ltd 32,3,True,round_number_bias
MPLADS-104386,MP_PUD_4,Lok Sabha,Puducherry,Puducherry PC-4,Karaikal,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Karaikal,False,500000,510028,2024-06-28,2024-08-26,2024-12-02,Completed,Implementing Agency 11,Vendor Pvt Ltd 99,1,True,round_number_bias
MPLADS-101586,MP_HIM_1,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Shimla,Street Lighting,Providing Street Lighting for public use at Shimla,False,300000,283492,2023-05-17,2023-05-23,2023-08-12,Completed,Implementing Agency 59,Vendor Pvt Ltd 24,0,True,round_number_bias
MPLADS-103119,MP_AND_2,Rajya Sabha,Andaman & Nicobar Island,Andaman & Nicobar Island (RS),Nicobar,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Nicobar,True,4000000,3794977,2024-07-31,2024-09-10,2025-01-04,Completed,Implementing Agency 56,Vendor Pvt Ltd 109,2,True,round_number_bias
MPLADS-103399,MP_UTT_2,Rajya Sabha,Uttar Pradesh,Uttar Pradesh (RS),Varanasi,Community Hall Construction,Repair and renovation of Community Hall Construction at Varanasi,False,6600000,6522980,2024-06-04,2024-07-22,2024-10-16,Completed,Implementing Agency 59,Vendor Pvt Ltd 28,0,True,round_number_bias
MPLADS-100401,MP_WES_3,Lok Sabha,West Bengal,West Bengal PC-3,Howrah,School Infrastructure,Installation of School Infrastructure in ward area Howrah,False,1900000,1854944,2024-02-20,2024-03-04,2024-06-03,Completed,Implementing Agency 45,Vendor Pvt Ltd 46,2,True,round_number_bias
MPLADS-100031,MP_TAM_3,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Salem,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Salem,False,400000,290579,2023-12-11,2024-01-13,,In Progress,Implementing Agency 51,Vendor Pvt Ltd 90,0,True,round_number_bias
MPLADS-101483,MP_JAM_1,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Library/Reading Room,Upgradation of Library/Reading Room facility in Srinagar,False,2000000,1973433,2023-05-07,2023-05-23,2023-11-16,Completed,Implementing Agency 41,Vendor Pvt Ltd 2,1,True,round_number_bias
MPLADS-102680,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,North Goa,Sanitation/Toilets,Construction of Sanitation/Toilets at North Goa,False,1000000,829531,2024-09-04,2024-11-12,,In Progress,Implementing Agency 15,Vendor Pvt Ltd 25,2,True,round_number_bias
MPLADS-100599,MP_LAK_2,Lok Sabha,Lakshadweep,Lakshadweep PC-2,Kavaratti,Library/Reading Room,Providing Library/Reading Room for public use at Kavaratti,False,800000,0,2023-06-21,2023-07-09,,Sanctioned,Implementing Agency 15,Vendor Pvt Ltd 41,1,True,round_number_bias
MPLADS-103149,MP_PUD_2,Lok Sabha,Puducherry,Puducherry PC-2,Karaikal,Drinking Water Supply,Construction of Drinking Water Supply at Karaikal,False,2200000,2217754,2024-05-02,2024-05-15,2025-02-14,Completed,Implementing Agency 55,Vendor Pvt Ltd 77,3,True,round_number_bias
MPLADS-105544,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Imphal,Irrigation Facility,Installation of Irrigation Facility in ward area Imphal,False,6200000,6020570,2024-06-04,2024-07-16,2024-12-13,Completed,Implementing Agency 29,Vendor Pvt Ltd 41,2,True,round_number_bias
MPLADS-101860,MP_CHH_1,Rajya Sabha,Chhattisgarh,Chhattisgarh (RS),Bhilai,Sports Infrastructure,Construction of Sports Infrastructure at Bhilai,True,3600000,3436051,2024-09-06,2024-11-09,2025-05-15,Completed,Implementing Agency 14,Vendor Pvt Ltd 24,4,True,round_number_bias
MPLADS-100565,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,School Infrastructure,Providing School Infrastructure for public use at Kavaratti,False,4000000,3175992,2024-08-08,2024-08-29,,In Progress,Implementing Agency 20,Vendor Pvt Ltd 74,0,True,round_number_bias
MPLADS-102213,MP_AND_3,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-3,Vijayawada,School Infrastructure,Installation of School Infrastructure in ward area Vijayawada,False,1900000,1743895,2023-08-03,2023-09-19,2024-01-16,Completed,Implementing Agency 34,Vendor Pvt Ltd 61,2,True,round_number_bias
MPLADS-101966,MP_ARU_1,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Itanagar,School Infrastructure,Repair and renovation of School Infrastructure at Itanagar,False,4300000,3867753,2023-07-13,2023-08-09,,In Progress,Implementing Agency 4,Vendor Pvt Ltd 45,0,True,round_number_bias
MPLADS-100865,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Imphal,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Imphal,False,5800000,5311745,2024-02-14,2024-02-24,2024-08-01,Completed,Implementing Agency 54,Vendor Pvt Ltd 57,3,True,round_number_bias
MPLADS-104607,MP_TEL_2,Lok Sabha,Telangana,Telangana PC-2,Hyderabad,Sanitation/Toilets,Repair and renovation of Sanitation/Toilets at Hyderabad,False,1300000,727287,2024-06-16,2024-06-21,,In Progress,Implementing Agency 57,Vendor Pvt Ltd 9,2,True,round_number_bias
MPLADS-102450,MP_HIM_2,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-2,Manali,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Manali,False,4600000,4177367,2024-07-05,2024-07-12,,In Progress,Implementing Agency 37,Vendor Pvt Ltd 111,0,True,round_number_bias
MPLADS-105692,MP_DAD_3,Rajya Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli (RS),Silvassa,Sanitation/Toilets,Upgradation of Sanitation/Toilets facility in Silvassa,False,700000,351007,2024-06-06,2024-09-24,,In Progress,Implementing Agency 12,Vendor Pvt Ltd 79,4,True,round_number_bias
MPLADS-100812,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Agartala,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Agartala,False,4800000,4429185,2024-03-06,2024-03-31,,In Progress,Implementing Agency 19,Vendor Pvt Ltd 55,1,True,round_number_bias
MPLADS-101477,MP_SIK_1,Lok Sabha,Sikkim,Sikkim PC-1,Gangtok,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Gangtok,False,2300000,2155969,2023-05-11,2023-06-22,2023-08-26,Completed,Implementing Agency 35,Vendor Pvt Ltd 69,2,True,round_number_bias
MPLADS-104734,MP_DAD_2,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-2,Silvassa,Sports Infrastructure,Installation of Sports Infrastructure in ward area Silvassa,False,1000000,995797,2023-12-24,2024-02-12,2024-09-01,Completed,Implementing Agency 60,Vendor Pvt Ltd 38,7,True,round_number_bias
MPLADS-102271,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,School Infrastructure,Providing School Infrastructure for public use at Kavaratti,True,5100000,2493929,2024-01-14,2024-02-19,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 14,0,True,round_number_bias
MPLADS-101038,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Cuttack,CCTV Installation,Construction of CCTV Installation at Cuttack,True,3139531,1687430,2023-06-02,2023-07-05,2023-11-05,Completed,Implementing Agency 25,Vendor Pvt Ltd 1,4,True,vendor_over_concentration
MPLADS-104526,MP_ARU_2,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Itanagar,Library/Reading Room,Upgradation of Library/Reading Room facility in Itanagar,True,2883896,2002939,2023-09-21,2023-10-01,2024-04-19,Completed,Implementing Agency 44,Vendor Pvt Ltd 1,1,True,vendor_over_concentration
